occurrenceID,verbatimMeasurementType,measurementType,measurementValue,measurementUnit
TANGO_1-SCUBA_22-S5_O21-2222,height,Height of sea urchin in mm,13,mm
TANGO_1-SCUBA_22-S5_O21-2222,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.31,per mille
TANGO_1-SCUBA_22-S5_O21-2222,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.52,per mille
TANGO_1-SCUBA_22-S5_O21-2222,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",14.89,per mille
TANGO_1-SCUBA_19-S5_O22-2223,sizeAmbitus,Size ambitus of sea urchin in mm,24,mm
TANGO_1-SCUBA_19-S5_O22-2223,height,Height of sea urchin in mm,15,mm
TANGO_1-SCUBA_19-S5_O22-2223,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.06,per mille
TANGO_1-SCUBA_19-S5_O22-2223,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.93,per mille
TANGO_1-SCUBA_19-S5_O22-2223,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",14.78,per mille
TANGO_1-SCUBA_22-S5_O22-2223,sizeAmbitus,Size ambitus of sea urchin in mm,24,mm
TANGO_1-SCUBA_22-S5_O22-2223,height,Height of sea urchin in mm,15,mm
TANGO_1-SCUBA_22-S5_O22-2223,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.06,per mille
TANGO_1-SCUBA_22-S5_O22-2223,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.93,per mille
TANGO_1-SCUBA_22-S5_O22-2223,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",14.78,per mille
TANGO_1-SCUBA_19-S5_O23-2224,sizeAmbitus,Size ambitus of sea urchin in mm,25,mm
TANGO_1-SCUBA_19-S5_O23-2224,height,Height of sea urchin in mm,15,mm
TANGO_1-SCUBA_19-S5_O23-2224,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-13.1,per mille
TANGO_1-SCUBA_19-S5_O23-2224,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.41,per mille
TANGO_1-SCUBA_19-S5_O23-2224,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.35,per mille
TANGO_1-SCUBA_22-S5_O23-2224,sizeAmbitus,Size ambitus of sea urchin in mm,25,mm
TANGO_1-SCUBA_22-S5_O23-2224,height,Height of sea urchin in mm,15,mm
TANGO_1-SCUBA_22-S5_O23-2224,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-13.1,per mille
TANGO_1-SCUBA_22-S5_O23-2224,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.41,per mille
TANGO_1-SCUBA_22-S5_O23-2224,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.35,per mille
TANGO_1-SCUBA_27-S6_O1-3150,sizeAmbitus,Size ambitus of sea urchin in mm,33,mm
TANGO_1-SCUBA_27-S6_O1-3150,height,Height of sea urchin in mm,20,mm
TANGO_1-SCUBA_27-S6_O1-3150,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.34,per mille
TANGO_1-SCUBA_27-S6_O1-3150,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.36,per mille
TANGO_1-SCUBA_27-S6_O1-3150,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",14.18,per mille
TANGO_1-SCUBA_27-S6_O2-3151,sizeAmbitus,Size ambitus of sea urchin in mm,34,mm
TANGO_1-SCUBA_27-S6_O2-3151,height,Height of sea urchin in mm,21,mm
TANGO_1-SCUBA_27-S6_O2-3151,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.65,per mille
TANGO_1-SCUBA_27-S6_O2-3151,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.82,per mille
TANGO_1-SCUBA_27-S6_O2-3151,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",13.13,per mille
TANGO_1-SCUBA_27-S6_O3-3152,sizeAmbitus,Size ambitus of sea urchin in mm,31,mm
TANGO_1-SCUBA_27-S6_O3-3152,height,Height of sea urchin in mm,17,mm
TANGO_1-SCUBA_27-S6_O3-3152,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.45,per mille
TANGO_1-SCUBA_27-S6_O3-3152,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.03,per mille
TANGO_1-SCUBA_27-S6_O3-3152,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",13.61,per mille
TANGO_1-SCUBA_27-S6_O4-3153,sizeAmbitus,Size ambitus of sea urchin in mm,30,mm
TANGO_1-SCUBA_27-S6_O4-3153,height,Height of sea urchin in mm,16,mm
TANGO_1-SCUBA_27-S6_O4-3153,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.14,per mille
TANGO_1-SCUBA_27-S6_O4-3153,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.67,per mille
TANGO_1-SCUBA_27-S6_O4-3153,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",14.21,per mille
TANGO_1-SCUBA_27-S6_O5-3154,sizeAmbitus,Size ambitus of sea urchin in mm,33,mm
TANGO_1-SCUBA_27-S6_O5-3154,height,Height of sea urchin in mm,21,mm
TANGO_1-SCUBA_27-S6_O5-3154,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.77,per mille
TANGO_1-SCUBA_27-S6_O5-3154,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.42,per mille
TANGO_1-SCUBA_27-S6_O5-3154,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",14.66,per mille
TANGO_1-SCUBA_27-S6_O6-3155,sizeAmbitus,Size ambitus of sea urchin in mm,41,mm
TANGO_1-SCUBA_27-S6_O6-3155,height,Height of sea urchin in mm,25,mm
TANGO_1-SCUBA_27-S6_O6-3155,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-13.99,per mille
TANGO_1-SCUBA_27-S6_O6-3155,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.28,per mille
TANGO_1-SCUBA_27-S6_O6-3155,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",14.48,per mille
TANGO_1-SCUBA_27-S6_O7-3156,sizeAmbitus,Size ambitus of sea urchin in mm,35,mm
TANGO_1-SCUBA_27-S6_O7-3156,height,Height of sea urchin in mm,19,mm
TANGO_1-SCUBA_27-S6_O7-3156,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.22,per mille
TANGO_1-SCUBA_27-S6_O7-3156,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.72,per mille
TANGO_1-SCUBA_27-S6_O7-3156,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.12,per mille
TANGO_1-SCUBA_27-S6_O8-3157,sizeAmbitus,Size ambitus of sea urchin in mm,33,mm
TANGO_1-SCUBA_27-S6_O8-3157,height,Height of sea urchin in mm,16,mm
TANGO_1-SCUBA_27-S6_O8-3157,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.57,per mille
TANGO_1-SCUBA_27-S6_O8-3157,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8,per mille
TANGO_1-SCUBA_27-S6_O8-3157,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",14.6,per mille
TANGO_1-SCUBA_27-S6_O9-3158,sizeAmbitus,Size ambitus of sea urchin in mm,30,mm
TANGO_1-SCUBA_27-S6_O9-3158,height,Height of sea urchin in mm,17,mm
TANGO_1-SCUBA_27-S6_O9-3158,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.13,per mille
TANGO_1-SCUBA_27-S6_O9-3158,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.88,per mille
TANGO_1-SCUBA_27-S6_O9-3158,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.19,per mille
TANGO_1-SCUBA_27-S6_O10-3159,sizeAmbitus,Size ambitus of sea urchin in mm,29,mm
TANGO_1-SCUBA_27-S6_O10-3159,height,Height of sea urchin in mm,16,mm
TANGO_1-SCUBA_27-S6_O10-3159,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.65,per mille
TANGO_1-SCUBA_27-S6_O10-3159,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.7,per mille
TANGO_1-SCUBA_27-S6_O10-3159,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.66,per mille
TANGO_1-SCUBA_27-S6_O11-3160,sizeAmbitus,Size ambitus of sea urchin in mm,32,mm
TANGO_1-SCUBA_27-S6_O11-3160,height,Height of sea urchin in mm,19,mm
TANGO_1-SCUBA_27-S6_O11-3160,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.95,per mille
TANGO_1-SCUBA_27-S6_O11-3160,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.46,per mille
TANGO_1-SCUBA_27-S6_O11-3160,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.23,per mille
TANGO_1-SCUBA_27-S6_O12-3161,sizeAmbitus,Size ambitus of sea urchin in mm,30,mm
TANGO_1-SCUBA_27-S6_O12-3161,height,Height of sea urchin in mm,17,mm
TANGO_1-SCUBA_27-S6_O12-3161,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.95,per mille
TANGO_1-SCUBA_27-S6_O12-3161,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.74,per mille
TANGO_1-SCUBA_27-S6_O12-3161,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.88,per mille
TANGO_1-SCUBA_27-S6_O13-3162,sizeAmbitus,Size ambitus of sea urchin in mm,27,mm
TANGO_1-SCUBA_27-S6_O13-3162,height,Height of sea urchin in mm,16,mm
TANGO_1-SCUBA_27-S6_O13-3162,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.44,per mille
TANGO_1-SCUBA_27-S6_O13-3162,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.23,per mille
TANGO_1-SCUBA_27-S6_O13-3162,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.08,per mille
TANGO_1-SCUBA_27-S6_O14-3163,sizeAmbitus,Size ambitus of sea urchin in mm,31,mm
TANGO_1-SCUBA_27-S6_O14-3163,height,Height of sea urchin in mm,17,mm
TANGO_1-SCUBA_27-S6_O14-3163,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.17,per mille
TANGO_1-SCUBA_27-S6_O14-3163,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.28,per mille
TANGO_1-SCUBA_27-S6_O14-3163,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",14.12,per mille
TANGO_1-SCUBA_27-S6_O15-3164,sizeAmbitus,Size ambitus of sea urchin in mm,29,mm
TANGO_1-SCUBA_27-S6_O15-3164,height,Height of sea urchin in mm,16,mm
TANGO_1-SCUBA_27-S6_O15-3164,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15,per mille
TANGO_1-SCUBA_27-S6_O15-3164,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.84,per mille
TANGO_1-SCUBA_27-S6_O15-3164,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",14.98,per mille
